,Author,Quotes,Likes,Tags
4,Robert Ingersoll,"“If you want to find out what a man is to the bottom, give him power. Any man can stand adversity — only a great man can stand prosperity. It is the glory of Abraham Lincoln that he never abused power only on the side of mercy”",3227,"['adversity,', 'character,', 'power']"
5,Nicholas Sparks,"“If conversation was the lyrics, laughter was the music, making time spent together a melody that could be replayed over and over without getting stale.”",3226,"['love,', 'nicholas-sparks,', 'relationships,', 'the-choice']"
6,C.S. Lewis,"“Atheism turns out to be too simple. If the whole universe has no meaning, we should never have found out that it has no meaning...”",3225,"['atheism,', 'religion']"
7,François de La Rochefoucauld,"“No persons are more frequently wrong, than those who will not admit they are wrong.”",3224,"['cynical,', 'life,', 'truth']"
8,"Cassandra Clare,","“Are you implying that shreds of my reputation remain intact?"" Will demanded with mock horror. ""Clearly I have been doing something wrong. Or not something wrong, as the case may be.""",3223,['will-herondale']
9,Napoleon Bonaparte,“Never interrupt your enemy when he is making a mistake.”,3223,"['enemies,', 'mistakes,', 'strategy']"
10,Charles Bukowski,“I will remember the kisses,3221,
11,"Markus Zusak,",“A snowball in the face is surely the perfect beginning to a lasting friendship.”,3221,"['friendship,', 'snow']"
12,"Rainer Maria Rilke,","“We need, in love, to practice only this: letting each other go. For holding on comes easily; we do not need to learn it.”",3219,
13,Galway Kinnell,“Let our scars fall in love.”,3218,['poetry']
14,"Rick Riordan,","“Go on with what your heart tells you, or you will lose all.”",3218,['inspirational']
15,T.S. Eliot,“Only those who will risk going too far can possibly find out how far one can go.”,3216,['poetry']
16,C.S. Lewis,“God can't give us peace and happiness apart from Himself because there is no such thing.”,3215,['god-religion-happiness']
17,"Veronica Roth,","“I fell in love with him. But I don't just stay with him by default as if there's no one else available to me. I stay with him because I choose to, every day that I wake up, every day that we fight or lie to each other or disappoint each other. I choose him over and over again, and he chooses me.”",3214,"['agency,', 'choices,', 'love']"
18,"Jay Asher,","“A lot of you cared, just not enough.”",3214,"['apathy,', 'suicide,', 'tragedy']"
19,Jim Morrison,"“Expose yourself to your deepest fear; after that, fear has no power, and the fear of freedom shrinks and vanishes. You are free.”",3214,"['bravery,', 'fear,', 'freedom']"
20,Dorothy Parker,"“If you want to know what God thinks of money, just look at the people he gave it to.”",3213,"['god,', 'humor,', 'money']"
21,"D.H. Lawrence,","“We've got to live, no matter how many skies have fallen.”",3212,
22,"Kurt Vonnegut,",“Here is a lesson in creative writing. First rule: Do not use semicolons. They are transvestite hermaphrodites representing absolutely nothing. All they do is show you've been to college.”,3211,"['college,', 'semicolons,', 'writing']"
23,H. P. Lovecraft,"“The world is indeed comic, but the joke is on mankind.”",3207,
24,"J.K. Rowling,",“Nitwit! Blubber! Oddment! Tweak!”,3206,['dumbledore']
25,"William Shakespeare,","“My bounty is as boundless as the sea,",3206,
26,Rumi,"“silence is the language of god,",3205,"['language,', 'power-of-words,', 'remaining-silent']"
27,"Lev Grossman,","“If there's a single lesson that life teaches us, it's that wishing doesn't make it so.”",3204,"['life-lessons,', 'life-truths,', 'reality-check,', 'wishes']"
28,Francois Mauriac,"“If you would tell me the heart of a man, tell me not what he reads, but what he rereads.”",3204,"['books,', 'literacy,', 'reading']"
29,"Barbara Kingsolver,","“Don’t try to make life a mathematics problem with yourself in the center and everything coming out equal. When you’re good, bad things can still happen. And if you’re bad, you can still be lucky.”",3204,"['life,', 'unfairness']"
0,Ralph Waldo Emerson,"“The glory of friendship is not the outstretched hand, not the kindly smile, nor the joy of companionship; it is the spiritual inspiration that comes to one when you discover that someone else believes in you and is willing to trust you with a friendship.”",3202,['friendship']
1,William Wordsworth,“Fill your paper with the breathings of your heart.”,3202,"['on-writing,', 'writing,', 'writing-from-the-heart']"
2,Mark Twain,“Kindness is a language which the deaf can hear and the blind can see.”,3202,"['inspirational,', 'kindness']"
3,"Susan Sontag,",“My library is an archive of longings.”,3200,"['books,', 'library,', 'longing']"
4,Mark Twain,"“The trouble is not in dying for a friend, but in finding a friend worth dying for.”",3199,
5,"Lauren Oliver,",“So many things become beautiful when you really look.”,3198,
6,"Terry Pratchett,","“DON'T THINK OF IT AS DYING, said Death. JUST THINK OF IT AS LEAVING EARLY TO AVOID THE RUSH.”",3198,"['death,', 'humor']"
7,"J.R.R. Tolkien,","“I am glad you are here with me. Here at the end of all things, Sam.”",3198,"['friendship,', 'frodo']"
8,Robert Orben,“Illegal aliens have always been a problem in the United States. Ask any Indian.”,3198,"['humour,', 'politics,', 'truth']"
9,Anna Quindlen,"“The thing that is really hard, and really amazing, is giving up on being perfect and beginning the work of becoming yourself.”",3197,
10,"Vladimir Nabokov,","“Lolita, light of my life, fire of my loins. My sin, my soul. Lo-lee-ta: the tip of the tongue taking a trip of three steps down the palate to tap, at three, on the teeth. Lo. Lee. Ta. She was Lo, plain Lo, in the morning, standing four feet ten in one sock. She was Lola in slacks. She was Dolly at school. She was Dolores on the dotted line. But in my arms she was always Lolita. Did she have a precursor? She did, indeed she did. In point of fact, there might have been no Lolita at all had I not loved, one summer, an initial girl-child. In a princedom by the sea. Oh when? About as many years before Lolita was born as my age was that summer. You can always count on a murderer for a fancy prose style. Ladies and gentlemen of the jury, exhibit number one is what the seraphs, the misinformed, simple, noble-winged seraphs, envied. Look at this tangle of thorns.”",3196,['amazing-writing']
11,C.S. Lewis,"“It is a good rule after reading a new book, never to allow yourself another new one till you have read an old one in between.”",3196,"['books,', 'old-books,', 'reading']"
12,Herbert Hoover,“Older men declare war. But it is youth that must fight and die.”,3196,"['age,', 'death,', 'fighting,', 'old-age,', 'war,', 'youth']"
13,"Umberto Eco,","“Books are not made to be believed, but to be subjected to inquiry. When we consider a book, we mustn't ask ourselves what it says but what it means...”",3195,['books']
14,"Kate DiCamillo,",“Open your heart. Someone will come. Someone will come for you. But first you must open your heart.”,3194,['edward']
15,"Leo Tolstoy,",“We can know only that we know nothing. And that is the highest degree of human wisdom.”,3192,"['humanity,', 'nothing,', 'wisdom']"
16,"Sarah J. Maas,","“She was the heir of ash and fire, and she would bow to no one.”",3191,
17,Marguerite Duras,"“Our mothers always remain the strangest, craziest people we've ever met.”",3191,['mothers']
18,"Dr. Seuss,","“From there to here, from here to there, funny things are everywhere!”",3191,['humor']
19,Edward Gorey,“The helpful thought for which you look,3189,
20,"Zelda Fitzgerald,",“She refused to be bored chiefly because she wasn't boring.”,3187,['boredom']
21,"Cassandra Clare,","“Did you ever think that in a past life Alec was an old woman with ninety cats who was always yelling at the neighborhood kids to get off her lawn? Because I do,”",3186,['jace']
22,"Rick Riordan,",“Families are messy. Immortal families are eternally messy. Sometimes the best we can do is to remind each other that we're related for better or for worse...and try to keep the maiming and killing to a minimum.”,3185,['family']
23,"Joseph Heller,",“Just because you're paranoid doesn't mean they aren't after you.”,3184,['misattributed-kurt-cobain']
24,"Hemingway, Ernest",“I drink to make other people more interesting.”,3182,['drinking']
25,Aldous Huxley,“You shall know the truth and the truth shall make you mad.”,3181,
26,Edna St. Vincent Millay,"“I know I am but summer to your heart, and not the full four seasons of the year.”",3180,"['heart,', 'infidelity,', 'relationships,', 'seasons,', 'summer']"
27,Dalai Lama XIV,"“If you think you are too small to make a difference, try sleeping with a mosquito.”",3180,['inspirational']
28,Sylvia Plath,"“Remember, remember, this is now, and now, and now. Live it, feel it, cling to it. I want to become acutely aware of all I’ve taken for granted.”",3179,['life']
29,Christopher Paolini,"“Because you can't argue with all the fools in the world. It's easier to let them have their way, then trick them when they're not paying attention.”",3179,"['common-sense,', 'humor,', 'smart']"
0,"Khaled Hosseini,","“There is only one sin. and that is theft... when you tell a lie, you steal someones right to the truth.”",3179,['life']
1,Confucius,"“Wheresoever you go, go with all your heart.”",3177,
2,Desmond Tutu,“Do your little bit of good where you are; it's those little bits of good put together that overwhelm the world.”,3177,"['goodness,', 'incrementalism,', 'kindness']"
3,"Orhan Pamuk,",“Happiness is holding someone in your arms and knowing you hold the whole world.”,3176,"['happiness,', 'love']"
